day,start_equity,end_equity,day_pnl,day_peak,day_min,intraday_dd,dd_stop,end_loss_streak,bars,equity
2025-12-29,450.1115930344139,450.66879204756805,0.5571990131541611,452.77216933707035,450.1115930344139,2.103377289502305,False,0,1376,450.66879204756805
2025-12-30,450.66879204756805,450.9242019543411,0.2554099067730249,451.68433486829633,450.66879204756805,0.7601329139552604,False,0,1377,450.9242019543411
2025-12-31,450.9242019543411,450.30364304858364,-0.6205589057574343,451.57723959881,450.0544470792743,1.2735965502263866,False,0,1318,450.30364304858364
2026-01-01,450.30364304858364,450.30364304858364,0.0,450.30364304858364,450.30364304858364,0.0,False,0,55,450.30364304858364
2026-01-02,450.30364304858364,450.47343941134903,0.16979636276539622,450.76792187584914,449.1530465734448,0.2944824645001063,False,0,1318,450.47343941134903
2026-01-04,450.47343941134903,450.47343941134903,0.0,450.47343941134903,450.47343941134903,0.0,False,0,53,450.47343941134903
2026-01-05,450.47343941134903,449.7821626261019,-0.691276785247112,450.72470147888697,449.3455104498542,0.9425388527850487,False,0,1374,449.7821626261019
2026-01-06,449.7821626261019,449.3043744227514,-0.47778820335054206,450.0844405263435,448.9985698001033,0.7800661035921053,False,0,1377,449.3043744227514
2026-01-07,449.3043744227514,447.87900359427044,-1.4253708284809363,449.71119327032375,447.6953291462822,1.8321896760533036,False,0,1377,447.87900359427044
2026-01-08,447.87900359427044,448.72743289004086,0.8484292957704156,448.9548307061052,447.51752630675594,0.22739781606435372,False,0,1377,448.72743289004086
2026-01-09,448.72743289004086,448.8333347044534,0.10590181441256163,449.72029482962773,448.28777312969805,0.886960125174312,False,0,1318,448.8333347044534
2026-01-11,448.8333347044534,448.8333347044534,0.0,448.8333347044534,448.8333347044534,0.0,False,0,57,448.8333347044534
2026-01-12,448.8333347044534,448.4620811149693,-0.3712535894841267,449.02816545180286,447.5168991865712,0.5660843368335691,False,0,1377,448.4620811149693
2026-01-13,448.4620811149693,446.4553067028214,-2.0067744121478768,448.4620811149693,446.10006361837003,2.0067744121478768,False,0,1377,446.4553067028214
2026-01-14,446.4553067028214,446.27462032332784,-0.18068637949357935,447.62175767704235,446.27462032332784,1.3471373537145155,False,0,1375,446.27462032332784
2026-01-15,446.27462032332784,445.85298505642004,-0.4216352669077992,446.91883816703654,445.85298505642004,1.0658531106165015,False,0,1377,445.85298505642004
2026-01-16,445.85298505642004,445.7749238635879,-0.07806119283213775,446.38391808309876,445.54015513763113,0.608994219510862,False,0,1318,445.7749238635879
2026-01-18,445.7749238635879,445.7749238635879,0.0,445.7749238635879,445.7749238635879,0.0,False,0,51,445.7749238635879
2026-01-19,445.7749238635879,444.72880327065855,-1.0461205929293556,446.0204792819671,444.61454487800285,1.2916760113085388,False,0,1227,444.72880327065855
2026-01-20,444.72880327065855,442.9303659665203,-1.7984373041382469,445.0136966134069,442.80701810626755,2.0833306468866226,False,0,1378,442.9303659665203
2026-01-21,442.9303659665203,442.44462412632424,-0.4857418401960558,443.38855061136167,441.86294149556744,0.9439264850374229,False,0,1377,442.44462412632424
2026-01-22,442.44462412632424,441.48387220702966,-0.9607519192945801,442.44462412632424,440.671146924567,0.9607519192945801,False,0,1378,441.48387220702966
2026-01-23,441.48387220702966,441.03905807935723,-0.44481412767243,442.9981696070787,440.9859774706573,1.9591115277214612,False,0,1318,441.03905807935723
2026-01-25,441.03905807935723,441.03905807935723,0.0,441.03905807935723,441.03905807935723,0.0,False,0,57,441.03905807935723
2026-01-26,441.03905807935723,440.72823508524976,-0.3108229941074683,441.3470600366556,439.52508468139314,0.618824951405827,False,0,1377,440.72823508524976
2026-01-27,440.72823508524976,440.68374220124895,-0.04449288400081741,441.8561758935683,440.3950947877302,1.1724336923193732,False,0,1368,440.68374220124895
2026-01-28,440.68374220124895,442.2626847004522,1.578942499203265,442.6131749235672,440.41810633860274,0.35049022311500266,False,0,1373,442.2626847004522
2026-01-29,442.2626847004522,440.9122718558031,-1.3504128446490995,442.2626847004522,439.6810864176099,1.3504128446490995,False,0,1377,440.9122718558031
2026-01-30,440.9122718558031,441.22369644755906,0.3114245917559515,441.970090557964,440.0134485678446,0.7463941104049354,False,0,1318,441.22369644755906
2026-02-01,441.22369644755906,441.22369644755906,0.0,441.22369644755906,441.22369644755906,0.0,False,0,50,441.22369644755906
2026-02-02,441.22369644755906,441.93989738792703,0.716200940367969,442.90430096063585,441.22369644755906,0.964403572708818,False,0,1377,441.93989738792703
2026-02-03,441.93989738792703,441.830809190362,-0.10908819756502908,443.27698595885613,441.1050101626348,1.4461767684941265,False,0,1377,441.830809190362
2026-02-04,441.830809190362,442.42574295552447,0.594933765162466,443.2299314665541,441.830809190362,0.8041885110296221,False,0,1377,442.42574295552447
2026-02-05,442.42574295552447,442.67334416639835,0.24760121087388143,443.27219826909703,441.7643466681375,0.5988541026986809,False,0,1377,442.67334416639835
2026-02-06,442.67334416639835,440.1834644871177,-2.489879679280648,443.1324305427151,440.1834644871177,2.9489660555973956,False,0,1318,440.1834644871177
2026-02-08,440.1834644871177,440.1834644871177,0.0,440.1834644871177,440.1834644871177,0.0,False,0,58,440.1834644871177
2026-02-09,440.1834644871177,439.67314440911196,-0.5103200780057477,440.78663984586444,438.98562680924107,1.113495436752487,False,0,1376,439.67314440911196
2026-02-10,439.67314440911196,438.92616773666094,-0.7469766724510123,440.00520431589496,438.12060883170824,1.079036579234014,False,0,1377,438.92616773666094
2026-02-11,438.92616773666094,441.2615454558724,2.335377719211465,441.2615454558724,438.13408551528414,0.0,False,0,984,441.2615454558724
